Test/F1@1,Test/F1@2,Test/F1@5,Test/F1@10,Test/Pr@1,Test/Pr@2,Test/Pr@5,Test/Pr@10,Test/Re@1,Test/Re@2,Test/Re@5,Test/Re@10,Test/Rev@1,Test/Rev@2,Test/Rev@5,Test/Rev@10
,,,,,,,,,,,,,,,
0.0702247191011236,0.07657945118059988,0.06136771666394646,0.04785894206549118,0.07515030060120241,0.06012024048096192,0.037682902385247546,0.026658649027861296,0.06590509666080843,0.1054481546572935,0.16520210896309315,0.23374340949033393,0.08656729216212995,0.14660509622585632,0.2019914322379443,0.2829457756612568
