Test/F1@1,Test/F1@2,Test/F1@5,Test/F1@10,Test/Pr@1,Test/Pr@2,Test/Pr@5,Test/Pr@10,Test/Re@1,Test/Re@2,Test/Re@5,Test/Re@10,Test/Rev@1,Test/Rev@2,Test/Rev@5,Test/Rev@10
0.1603961739366393,0.2547314704716607,0.31788898927603415,0.37369600607374637,0.840705447304793,0.7312615559664344,0.46040279911247656,0.3640358986758452,0.0886552479227285,0.15422803491615922,0.2427482976872544,0.38388277289498157,0.15205351080687804,0.25101755484904414,0.37463291363094264,0.5593107197664482
