Test/F1@1,Test/F1@2,Test/F1@5,Test/F1@10,Test/Pr@1,Test/Pr@2,Test/Pr@5,Test/Pr@10,Test/Re@1,Test/Re@2,Test/Re@5,Test/Re@10,Test/Rev@1,Test/Rev@2,Test/Rev@5,Test/Rev@10
0.2373769117955164,0.3071416951358386,0.2679910409971759,0.2144815916914639,0.4121498726809749,0.3434600691286156,0.2002765446474055,0.133765146828718,0.1666911872885096,0.2777696042371634,0.4048845078711196,0.5408268353685449,0.1424471384762558,0.2029158058746905,0.3387445282270054,0.4663365449007886
0.17117117117117114,0.19212624044249227,0.20557016262537733,0.18174922690938794,0.2971989814477992,0.21484446061488086,0.15362782912451786,0.11335104253848113,0.12020008827423863,0.17375312637928497,0.3105781962630572,0.45829042224510813,0.1354074298433169,0.19177118305392826,0.3066786906552751,0.42031164441063606
